playerShort,,playerShort,player,club,leagueCountry,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,refCount,refCountryCount,meanIAT,seIAT,meanExp,seExp,color_rating,meanIAT_nIAT,meanExp_nExp,meanIAT_GameNbr,meanExp_GameNbr,meanIAT_cards,meanExp_cards
gueida-fofana,114,gueida-fofana,Gueïda Fofana,Olympique Lyon,France,16.05.1991,182.0,74.0,Joker,168,81,40,47,15,21,1,1,63,22,0.34075516595914884,0.00027086811817889,0.41930353626059313,0.0014227379188310942,5,0.328064385476537,0.44919594064403445,0.33813663080711587,0.3785283465702741,0.334683895844357,0.336100963135171
guillaume-hoarau,922,guillaume-hoarau,Guillaume Hoarau,Paris Saint-Germain,France,05.03.1984,191.0,80.0,Center Forward,175,71,56,48,52,15,1,0,69,25,0.3503812274416192,0.0009818264687280517,0.4308791024531346,0.004087238975590977,3,0.3381312954427656,0.38549870446422146,0.34208481718386796,0.3838681979314927,0.0,0.0
guillaume-lacour,115,guillaume-lacour,Guillaume Lacour,Évian Thonon Gaillard,France,02.08.1980,173.0,66.0,Joker,294,100,83,111,5,31,0,0,74,11,0.33460530982462533,0.00020462384687438043,0.35322614833221555,0.0008938866261033465,1,0.3340633904246292,0.346575170237704,0.33449712097890727,0.3416171488864982,0.669367791688714,0.672201926270342
guillermo-ochoa,485,guillermo-ochoa,Guillermo Ochoa,AC Ajaccio,France,13.07.1985,183.0,73.0,Joker,456,178,124,154,0,22,0,0,115,24,0.3491026989783145,0.00037726742560857457,0.5063432692850369,0.0020010201773625075,1,0.3275582740815599,0.45973355690236284,0.3528419836083641,0.521634565833521,0.0,0.0
gurpegi,2604,gurpegi, Gurpegi,Athletic Bilbao,Spain,19.08.1980,181.0,77.0,Defensive Midfielder,311,117,82,112,20,92,4,0,63,18,0.36508568645630907,0.00024636448382719744,0.5718720654899854,0.0011190760310302002,2,0.3411460943793219,0.43996593546455015,0.3689809306946115,0.5847840153242025,2.2193615651230325,3.529783869267263
gustavo-cabral,2605,gustavo-cabral,Gustavo Cabral,Celta Vigo,Spain,14.10.1985,184.0,82.0,Center Back,290,109,69,112,12,70,4,5,78,9,0.3725043043068547,0.0003618406290440776,0.6216740057061514,0.0020023743430760254,3,0.3712724005835792,0.615139398757609,0.3751439253650113,0.6212922558933532,0.7397871883743441,1.1765946230890878
gustavo-munua,2606,gustavo-munua,Gustavo Munúa,Levante UD,Spain,27.01.1978,188.0,87.0,Goalkeeper,224,75,55,94,1,24,0,0,92,19,0.3637817985888903,0.0005493625665263204,0.6027613332782158,0.0031540318673797412,3,0.3605967437607152,0.5439165006630895,0.3671757625797411,0.5982819914240601,0.0,0.0
guy-demel,230,guy-demel,Guy Demel,West Ham United,England,13.06.1981,187.0,83.0,Right Fullback,371,177,87,107,12,61,1,1,136,38,0.34479183948199266,0.0017952745847869536,0.42094321060023593,0.010812022740893613,5,0.33121393100502944,0.36315697225556137,0.3397151244447613,0.3810423332316995,0.0,0.0
guy-ndy-assembe,116,guy-ndy-assembe,Guy N'Dy Assembe,AS Nancy,France,28.02.1986,184.0,79.0,Goalkeeper,132,43,45,44,0,3,0,0,47,7,0.3370874889002935,0.00037665490593574995,0.36398371724161593,0.001995624182399256,5,0.33343049684192333,0.35133038510104575,0.33553972064457677,0.3460289134609506,0.0,0.0
gylfi-sigurdsson,18,gylfi-sigurdsson,Gylfi Sigurðsson,Tottenham Hotspur,England,08.09.1989,186.0,77.0,Attacking Midfielder,227,98,51,78,64,15,0,0,114,34,0.3407494580850209,0.0036077142408053055,0.46115836320953707,0.013875816671843746,1,0.32835864166026746,0.3616749255802865,0.3354272416987078,0.4144850486565228,0.0,0.0
hadi-sacko,117,hadi-sacko,Hadi Sacko,Girondins Bordeaux,France,24.03.1994,183.0,79.0,Joker,41,17,9,15,4,4,0,0,33,11,0.3480113344403821,0.0004662627076098092,0.48596914876799535,0.0024957928934522837,4,0.33370336321104915,0.3755762787130111,0.34720893139679926,0.47438018751597244,0.0,0.0
hajime-hosogai,288,hajime-hosogai,Hajime Hosogai,Bayer Leverkusen,Germany,10.06.1986,177.0,69.0,Defensive Midfielder,192,84,39,69,10,31,0,0,77,25,0.3454206408669695,0.00033735784125855494,0.38087206164620013,0.0020545795644365495,2,0.3373792190473084,0.339001585652578,0.3421250501797355,0.33421003540366484,0.0,0.0
hanno-balitsch,924,hanno-balitsch,Hanno Balitsch,1. FC Nürnberg,Germany,02.01.1981,182.0,80.0,Defensive Midfielder,455,181,103,171,24,104,1,0,101,24,0.34026873693021803,0.0013873188507844494,0.3888486946865902,0.006165318788180451,1,0.32946729218361537,0.43152305255436657,0.3375842548704275,0.34925432966904624,0.0,0.0
haris-vuckic,3657,haris-vuckic,Haris Vučkić,Newcastle United,England,21.08.1992,187.0,80.0,Joker,59,26,15,18,9,5,0,0,54,13,0.3372438007309237,0.0008221414085989523,0.4234887911997716,0.004274069234486862,2,0.32702954356570557,0.35823126188843807,0.3372431777795415,0.42124664362565706,0.0,0.0
harry-kane,681,harry-kane,Harry Kane,Norwich City,England,28.07.1993,183.0,65.0,Joker,102,44,28,30,26,3,1,0,76,21,0.3377651278070853,0.0004411327791176831,0.4394466287830361,0.002433627229458854,2,0.32719148426247935,0.35896163722492563,0.33527844727259787,0.42081928234754,0.0,0.0
harry-novillo,7137,harry-novillo,Harry Novillo,Olympique Lyon,France,11.02.1992,182.0,80.0,Joker,29,4,11,14,3,1,0,0,20,4,0.33807402918042584,0.00016777896342650968,0.3546633604692043,0.0006977342608243386,4,0.3381655897618763,0.3626953125000001,0.3370219188347493,0.3489026164689873,0.0,0.0
hassan-yebda,38,hassan-yebda,Hassan Yebda,Granada CF,Spain,14.05.1984,187.0,80.0,Center Midfielder,168,70,36,62,8,35,1,0,105,25,0.3532467409690936,0.0025777062056829324,0.4528369084852565,0.012852828043708846,1,0.33324943336967716,0.38189205404825805,0.35903592167099496,0.47399210451033125,0.0,0.0
hatem-ben-arfa,925,hatem-ben-arfa,Hatem Ben Arfa,Newcastle United,England,07.03.1987,177.0,69.0,Left Midfielder,261,123,64,74,39,15,0,1,83,25,0.34859928513773164,0.004068198042154347,0.48597816794773413,0.015146031223076761,2,0.33056310959748936,0.3723810515624846,0.3373884104307886,0.3965916609450832,0.0,0.0
havard-nordtveit,1702,havard-nordtveit,Håvard Nordtveit,Bor. Mönchengladbach,Germany,21.06.1990,188.0,85.0,Defensive Midfielder,184,72,46,66,7,17,1,0,74,19,0.3504093012504726,0.00016933824894589,0.49356876592835863,0.000826726479870849,1,0.33338955567313383,0.3905512754215126,0.3427298777103266,0.4161409664770675,0.0,0.0
hector-moreno,486,hector-moreno,Héctor Moreno,Espanyol Barcelona,Spain,17.01.1988,184.0,80.0,Center Back,302,130,76,96,16,65,0,3,104,32,0.35117888045153467,0.00033361666599552464,0.5010607234097096,0.00172655934916034,2,0.3280628221121004,0.45925907747990224,0.3551185158900315,0.5084370073270532,0.0,0.0
hedwiges-maduro,927,hedwiges-maduro,Hedwiges Maduro,Sevilla FC,Spain,13.02.1985,183.0,84.0,Defensive Midfielder,265,140,57,68,15,42,3,0,107,32,0.35827452292963957,0.0011721318566060856,0.5389092822102323,0.005851064492704952,2,0.3300361862011364,0.4499684583345997,0.3596406375244968,0.5314151750100126,0.0,0.0
heiko-butscher,4330,heiko-butscher,Heiko Butscher,Eintracht Frankfurt,Germany,28.07.1980,189.0,86.0,Center Back,276,119,54,103,25,15,0,1,75,1,0.3366281626427214,5.454025113076393e-05,0.3359668924003006,0.00022506163657901707,1,0.3366281626427216,0.33596689240030103,0.3366281626427211,0.33596689240030125,0.0,0.0
heiko-westermann,928,heiko-westermann,Heiko Westermann,Hamburger SV,Germany,14.08.1983,190.0,87.0,Center Back,451,194,101,156,41,44,0,0,94,22,0.3421225857313641,0.0007635082348545737,0.40206922133709977,0.00327314278521413,2,0.3295472088066467,0.43520355667717164,0.33797544706707644,0.35372895817680955,0.0,0.0
heinrich-schmidtgal,4261,heinrich-schmidtgal,Heinrich Schmidtgal,SpVgg Greuther Fürth,Germany,20.11.1985,174.0,78.0,Left Fullback,228,99,56,73,24,37,2,0,117,11,0.34003817742117554,8.304835117940169e-05,0.37272757065737894,0.00039701164786703043,1,0.33631779805016454,0.3392488040775209,0.33837803864745414,0.3548309246638019,0.0,0.0
heinz-mueller,2031,heinz-mueller,Heinz Müller,1. FSV Mainz 05,Germany,30.05.1978,196.0,94.0,Goalkeeper,180,60,52,68,0,11,0,1,88,8,0.33353740803887383,3.302229340635952e-05,0.3677104202677727,0.00017231775280254544,2,0.3283236391918024,0.35390961301250384,0.33340550013419623,0.3550128325039421,0.0,0.0
helder-postiga,929,helder-postiga, Hélder Postiga,Real Zaragoza,Spain,02.08.1982,182.0,74.0,Center Forward,394,172,95,127,96,58,2,1,183,36,0.35942928080283354,0.0011590693473528997,0.5411026907680373,0.005612431047113472,2,0.32997475717035835,0.43340277323760307,0.3660352216739528,0.5779264273002701,0.325185154120009,0.538461538461538
henri-bedimo,118,henri-bedimo,Henri Bédimo,Montpellier HSC,France,04.06.1984,180.0,77.0,Left Fullback,248,91,65,92,5,41,1,0,80,26,0.3310522537457359,0.0005030161481945069,0.3641519338260307,0.0023680274711930104,4,0.32812517590647383,0.4487478628703272,0.3336309234293825,0.34640757072623685,0.334683895844357,0.336100963135171
henri-saivet,119,henri-saivet,Henri Saivet,Girondins Bordeaux,France,26.10.1990,174.0,73.0,Right Winger,146,59,51,36,20,1,0,0,54,15,0.3419517468914811,0.0002843834087253306,0.4157508838805579,0.001421520143788132,5,0.336120564695799,0.38494863560795173,0.337372005135759,0.365560522862917,0.0,0.0
henrique,931,henrique, Henrique,Girondins Bordeaux,France,02.05.1983,188.0,87.0,Center Back,184,79,53,52,12,46,1,1,56,17,0.3438758365827899,0.0009951487536880453,0.4279462156595338,0.004467184379428558,4,0.33278422672674546,0.3697004289470041,0.3375284959602286,0.36872312696679016,0.325185154120009,0.538461538461538
heung-min-son,289,heung-min-son,Heung-Min Son,Hamburger SV,Germany,08.07.1992,183.0,76.0,Right Winger,161,68,27,66,44,8,0,0,62,22,0.3419158361601761,0.00028368577411962224,0.3864604624122388,0.0015925371035943043,2,0.3359327291426754,0.35063898473907007,0.33921646717788445,0.3591167965685176,0.0,0.0
hilario,932,hilario, Hilário,Chelsea FC,England,21.10.1975,189.0,85.0,Goalkeeper,53,31,9,13,0,2,0,0,35,15,0.34566474824685,0.0010818669586404297,0.47879114552400553,0.005820934804069937,2,0.3279871655505042,0.3631551453943928,0.33922038671171284,0.4372398153661818,0.0,0.0
hilton,1312,hilton, Hilton,Montpellier HSC,France,13.09.1977,182.0,73.0,Center Back,345,146,105,94,19,37,0,4,91,28,0.34652170098948665,0.00023484701635495314,0.45692189930645044,0.0011443952842324762,2,0.32842919591946973,0.4431199811081307,0.3381612882236839,0.37181043772588807,0.334683895844357,0.336100963135171
hiroki-sakai,290,hiroki-sakai,Hiroki Sakai,Hannover 96,Germany,12.04.1990,184.0,70.0,Joker,114,56,21,37,4,21,0,0,59,22,0.3406459853501477,0.0003867637368499424,0.3469701852668408,0.002405285355875989,2,0.3287403019950748,0.4428031886116613,0.3400268525798953,0.3254828675787275,0.0,0.0
hiroshi-kiyotake,291,hiroshi-kiyotake,Hiroshi Kiyotake,1. FC Nürnberg,Germany,12.11.1989,172.0,63.0,Attacking Midfielder,194,68,47,79,26,8,0,0,74,21,0.3427312589292921,0.00039605678648553034,0.3332341821114637,0.0021857625409625174,3,0.328899444512733,0.4357887958685907,0.34030128569596463,0.2989440333704492,0.0,0.0
holger-badstuber,621,holger-badstuber,Holger Badstuber,Bayern München,Germany,13.03.1989,190.0,83.0,Center Back,242,142,52,48,11,37,1,1,89,24,0.3437954264719067,0.0009209293545254093,0.43393890758104287,0.0045657318394461185,1,0.33456925013138195,0.3668140507646515,0.34120122467602515,0.3916970143842143,0.0,0.0
hrvoje-cale,4399,hrvoje-cale,Hrvoje Čale,VfL Wolfsburg,Germany,04.03.1985,184.0,74.0,Left Fullback,129,61,38,30,1,36,0,1,50,18,0.359065829137654,0.0002185450246154546,0.4308396540299983,0.0009972639579858002,2,0.34355984567397363,0.4317046506640442,0.35754194005577483,0.3296146670920741,0.0,0.0
hugo-fraile,3303,hugo-fraile, Hugo Fraile,Getafe CF,Spain,16.03.1987,176.0,73.0,Joker,28,9,13,6,2,8,0,0,22,1,0.36989359418717194,0.00022948964086646405,0.5882973115445439,0.0010016473064931102,2,0.3698935941871722,0.5882973115445439,0.369893594187172,0.5882973115445439,0.0,0.0
hugo-lloris,468,hugo-lloris,Hugo Lloris,Tottenham Hotspur,England,26.12.1986,186.0,73.0,Goalkeeper,395,182,116,97,0,6,0,2,110,32,0.34620021469326545,0.003164046926440139,0.45161801676562763,0.015308881363226456,2,0.32850699084822693,0.4292509462985451,0.3389391530827994,0.3864190412563933,0.0,0.0
hugo-mallo,2618,hugo-mallo, Hugo Mallo,Celta Vigo,Spain,22.06.1991,173.0,69.0,Right Fullback,158,68,38,52,1,43,2,2,51,9,0.36798447498709713,0.0002692445706944385,0.6003992594800587,0.0012861466734183002,2,0.3289226694476445,0.4624743042651916,0.3692773595086669,0.5922036365110708,0.36989359418717205,0.5882973115445439
iago-aspas,2619,iago-aspas, Iago Aspas,Celta Vigo,Spain,01.08.1987,176.0,67.0,Joker,161,68,40,53,47,27,3,1,60,2,0.36197287726942295,0.00020841676553367828,0.5457911575129903,0.0009085849440506061,2,0.3332030437451035,0.3918319160499742,0.365868385138062,0.5666962168927098,0.0,0.0
iago-falque,2620,iago-falque, Iago Falqué,Tottenham Hotspur,England,04.01.1990,173.0,67.0,Left Midfielder,103,45,15,43,17,12,0,0,56,12,0.3660527585643084,0.00029689648270775175,0.5884834586835498,0.0013626820770827107,2,0.340275047996211,0.428070998833464,0.3673859174362906,0.5861475298991197,0.0,0.0
ian-harte,1314,ian-harte,Ian Harte,Reading FC,England,31.08.1977,177.0,78.0,Joker,524,231,119,174,78,48,0,2,177,26,0.34037577052383783,0.000170047676378618,0.42942378360183775,0.000693095922854199,1,0.3276474808600855,0.36166952090802357,0.33285278340758256,0.3891750038194542,0.0,0.0
ibai,1707,ibai, Ibai,Athletic Bilbao,Spain,11.11.1989,177.0,72.0,Left Winger,102,34,25,43,15,5,0,0,37,13,0.36216636229581967,0.00017232936338092497,0.5578701847511991,0.0008018311854410135,1,0.33908772072457566,0.4206756152125277,0.3670905786971718,0.5772600204528403,0.0,0.0
ibrahim-afellay,934,ibrahim-afellay,Ibrahim Afellay,FC Schalke 04,Germany,02.04.1986,180.0,76.0,Attacking Midfielder,296,196,61,39,49,32,0,0,102,28,0.35517369339094973,0.0011558420303401562,0.5221025306985135,0.005890924311992619,3,0.33919944250419615,0.41432115812636716,0.35479205756935067,0.4837793983183328,0.0,0.0
ibrahima-traore,5162,ibrahima-traore,Ibrahima Traoré,VfB Stuttgart,Germany,21.04.1988,172.0,62.0,Left Midfielder,223,94,50,79,32,27,1,2,96,23,0.33367048418057726,0.001428672656262732,0.3551401362377488,0.005559928233706708,5,0.33547616493885146,0.34993120274812395,0.33535490195946593,0.3442208449043145,0.0,0.0
idrissa-gueye,3661,idrissa-gueye,Idrissa Gueye,Lille OSC,France,26.09.1989,174.0,64.0,Defensive Midfielder,128,62,40,26,2,19,0,1,48,22,0.32837294084361407,0.0023965326120393934,0.34443094942411734,0.014490492450925135,5,0.3347574587075409,0.3627048894468855,0.33349205310780555,0.34691644462616167,0.0,0.0
ignasi-miquel,2624,ignasi-miquel, Ignasi Miquel,Arsenal FC,England,28.09.1992,193.0,85.0,Center Back,31,19,1,11,2,2,0,0,27,5,0.3320194417434877,0.00012237629329164915,0.3871208857890422,0.0005243461571643481,1,0.3268563208696091,0.3573322795682876,0.33133173103164715,0.38316277953000755,0.0,0.0
igor-de-camargo,935,igor-de-camargo,Igor de Camargo,Bor. Mönchengladbach,Germany,12.05.1983,187.0,83.0,Center Forward,357,166,90,101,95,43,0,1,107,28,0.35510551050774813,0.0014704839965499412,0.5139256253939851,0.007632022971171732,3,0.3380614606108181,0.4021201534728106,0.35636823872917905,0.5162643527253525,0.0,0.0
igor-martinez,1710,igor-martinez, Igor Martínez,Athletic Bilbao,Spain,19.07.1989,170.0,65.0,Attacking Midfielder,77,23,20,34,6,5,0,0,47,4,0.3687462835499995,0.00015105034487681774,0.5822389669247705,0.0006705681054575917,1,0.36846543555722666,0.5814632879617406,0.36919328769435233,0.5845993609324744,0.0,0.0
iker-casillas,683,iker-casillas, Iker Casillas,Real Madrid,Spain,20.05.1981,185.0,84.0,Goalkeeper,800,525,136,139,0,23,1,1,173,51,0.3546370961641529,0.0004248356238854007,0.5307782315451162,0.002450832870372338,1,0.32935894262260684,0.45106069855622943,0.363099659262232,0.5525180959674276,0.0,0.0
ilan,937,ilan, Ilan,SC Bastia,France,18.09.1980,180.0,69.0,Right Winger,274,94,71,109,75,21,1,3,75,20,0.3417032611620417,0.0011586416485053314,0.4217477180149201,0.006080171977699526,2,0.331227412693552,0.3642409460877454,0.3366404386239331,0.36364069642398417,0.325185154120009,0.538461538461538
ilir-azemi,4275,ilir-azemi,Ilir Azemi,SpVgg Greuther Fürth,Germany,21.02.1992,191.0,91.0,Center Forward,145,58,32,55,51,14,0,1,81,1,0.3366281626427214,5.454025113076393e-05,0.3359668924003006,0.00022506163657901704,1,0.33662816264272166,0.33596689240030103,0.33662816264272083,0.33596689240030075,0.0,0.0
immanuel-hoehn,4276,immanuel-hoehn,Immanuel Höhn,SC Freiburg,Germany,23.12.1991,183.0,72.0,Center Back,119,52,26,41,6,14,2,0,78,4,0.33791667967719663,6.322074179990375e-05,0.3526515414900394,0.0002913046114228462,1,0.3366966370476141,0.33915176637083,0.3374727368333855,0.3469030489465161,0.336628162642721,0.33596689240030103
iniesta,555,iniesta, Iniesta,FC Barcelona,Spain,11.05.1984,170.0,65.0,Left Midfielder,574,400,106,68,58,47,0,0,135,49,0.3540915031797846,0.0007414175451282627,0.5569975740003639,0.0029274961477960726,2,0.32913275589094215,0.45723514609950616,0.36278442109245235,0.5560611686385994,0.0,0.0
inigo-lopez,2628,inigo-lopez, Íñigo López,Granada CF,Spain,23.07.1982,185.0,72.0,Joker,108,43,27,38,9,25,0,1,40,2,0.36663093479976416,0.0002413203765994633,0.573875013178703,0.0010694166930393153,2,0.368530743255778,0.5823244384930768,0.36868520182146547,0.5829557195571954,0.7397871883743441,1.1765946230890878
inigo-martinez,2629,inigo-martinez, Iñigo Martínez,Real Sociedad,Spain,17.05.1991,181.0,77.0,Center Back,125,60,28,37,9,33,1,4,42,16,0.35541501775918016,0.0011017181412380735,0.6035918468011369,0.0019217293644296387,2,0.3283219937217854,0.4553512955786998,0.36437939559894506,0.5943382155823527,1.4795743767486882,2.3531892461781756
inigo-perez,1713,inigo-perez, Iñigo Pérez,Athletic Bilbao,Spain,18.01.1988,178.0,74.0,Center Midfielder,84,37,16,31,2,17,0,0,49,13,0.36831737219272026,0.0001915941796436143,0.5995465202679854,0.000924245630722606,1,0.3512699789573943,0.4813215859030835,0.36897413135707513,0.5948593499665514,0.0,0.0
ioannis-gelios,3793,ioannis-gelios,Ioannis Gelios,FC Augsburg,Germany,24.04.1992,190.0,76.0,Goalkeeper,76,27,22,27,0,1,0,1,44,4,0.33857364840533966,0.0010244045292089603,0.3507716936933741,0.006416385496626122,1,0.33683239214040567,0.3374922002221986,0.33775449650528966,0.34453809314892225,0.0,0.0
iraizoz,2631,iraizoz, Iraizoz,Athletic Bilbao,Spain,06.03.1981,191.0,81.0,Goalkeeper,322,135,72,115,0,21,0,0,85,27,0.36498644092339166,0.00030012776363901137,0.5848260602537716,0.0014351767028501052,1,0.3405244957051461,0.4335496542332538,0.36848299304806814,0.5875386343969349,0.0,0.0
iraola,2632,iraola, Iraola,Athletic Bilbao,Spain,22.06.1982,182.0,75.0,Right Fullback,455,180,106,169,34,55,1,0,82,26,0.3633087897377498,0.00029036205486335356,0.5745617220338316,0.001368371577358802,2,0.3396446624821663,0.4324512636610355,0.36853730168882454,0.5846693552444638,0.7397871883743441,1.1765946230890878
iriney,2633,iriney, Iriney,Granada CF,Spain,23.04.1981,179.0,70.0,Defensive Midfielder,260,105,62,93,5,76,1,5,80,10,0.36012361415363886,0.00026369214494615344,0.5381503777350384,0.0013415808152172444,2,0.3324728564703099,0.38706270445988267,0.36638893982538784,0.5701922732655079,0.36989359418717205,0.5882973115445439
isaac-cuenca,2634,isaac-cuenca, Isaac Cuenca,FC Barcelona,Spain,27.04.1991,181.0,74.0,Right Winger,43,30,6,7,6,4,0,0,35,11,0.3623515760022392,0.0002971527399721032,0.5519697905230371,0.0014497588214386033,1,0.34206556607581073,0.4254887323286518,0.3637547421761802,0.5587283990851779,0.0,0.0
